"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,Source Used for Orbital Data,Source,Source,Source,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMC-4 (Americom-4, GE-4)",USA,USA,SES World Skies/Gogo,Commercial,Communications,,GEO,,-100.99,"35,781","35,791",1.19E-04,0.01,1436.1,"3,909","2,500",,11/13/99,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44LP,1999-060A,25954,"Broadcasting, cable, internet; CONUS, Canada, Mexico, Caribbean, Central America, South America; 28 Ku- and 24 C-band",JM/12_08,http://spacenews.com/sess-amc-9-satellite-drifting-after-anomaly/,http://ses-americom.com/satellites/amc-4.html,http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMC-7 (Americom-7, GE-7)",USA,USA,SES World Skies (SES [Soci_t_ Europ_enne des Satellites (SES)]),Commercial,Communications,,GEO,,-136.94,"35,773","35,798",2.97E-04,0.01,1436.08,"1,935",912,"6,500 (EOL)",9/14/00,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5G,2000-054B,26495,"Cable programming; 24 C-band; CONUS, Alaska, Hawaii, Caribbean",JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://ses-americom.com/satellites/amc-7.html,http://www.planet4589.org/space/jsr/back/news.435,http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMC-8 (Americom-8, GE-8, Aurora 3)",USA,USA,SES World Skies (SES [Soci_t_ Europ_enne des Satellites (SES)]),Commercial,Communications,,GEO,,-139,"35,773","35,798",2.97E-04,0.03,1436.07,"2,015",919,"3,300",12/19/00,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5G,2000-081B,26639,"Cable television and radio programming; 24 C-band; CONUS, Alaska, Hawaii, Caribbean",JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://ses-americom.com/satellites/amc-8.html,,http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amsat-Oscar 7 (AO-7),USA,USA,Amsat-NA,Civil,Communications,,LEO,Polar,0,"1,440","1,459",1.21E-03,101.4,114.9,29,,,11/15/74,,Amsat-NA,USA,Vandenberg AFB,Delta 2310,1974-089B,7530,American amateur radio satellite.,www.satellitedebris.net 12/12,http://www.amsat.org/amsat-new/satellites/status.php,http://www.emilyshouse.com/experthams/ao7/main.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anik F1 ,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,,GEO,,-107.27,"35,778","35,793",1.78E-04,0.02,1436.08,"4,710","2,950","15,500 (EOL)",11/21/00,15 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2000-076A,26624,"36 C-band and 48 Ku-band transponders; broadcasting, business; North and South America; faulty solar panels may affect operations by 2005.",JM/12_08,,http://www.boeing.com/defense-space/space/bss/hsc_pressreleases/00_04_17_anikf2.html,http://www.telesat.ca/satellites/photos/satellites_gallery7.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anik F2 ,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,,GEO,,-111.07,"35,781","35,790",1.07E-04,0.01,1436.08,"5,910","3,805","16,000",7/18/04,15 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,2004-027A,28378,"24 30W C-band, 40 127W Ku-band, 50 90W transponders for broadband and telemedicine to northern US states and Canada",JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.telesat.ca/satellites/index.htm,http://www.boeing.com/defense-space/space/bss/factsheets/702/anik_f2/anik_f2.html,http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2004/027A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOBA-Velox 3 ,NR (10/17),Singapore/Japan,Nanyang Technological University/Kyushu Institute of Technology,Civil,Technology Development,,LEO,Non-Polar Inclined,0,398,407,6.64E-04,51.64,92.61,2,,,12/9/16,.5 yrs.,Nanyang Technological University/Kyushu Institute of Technology,Singapore/Japan,International Space Center,Nanorack Deployer,1998-067KX,41936,Micropropulsion development.,JMSatcat/10_17,http://www.astronautix.com/i/issdeployed.html,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabsat 5C,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,19.99,"35,766","35,805",4.63E-04,0.06,1436.06,"4,630",,,9/21/11,15 yrs.,Astrium/Thales Alenia Space,France,Guiana Space Center,Arinae 5 ECA,2011-049B,37810,"26 active C-band transponders, 12 active Ka-band transponders",JM/1_12,http://www.arabsat.com/pages/PressReleaseDetails.aspx?id=197,,,http://www.lib.cas.cz/space.40//2011/049A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARC-1 (Alaska Research Satellite-1),NR,USA,University of Alaska-Fairbanks,Civil,Technology Development,,LEO,Non-Polar Inclined,0,497,801,2.17E-02,64.78,97.71,1,,,10/8/15,,University of Alaska-Fairbanks,USA,Cape Canaveral,Atlas 5,2015-058F,40969,Development of a cubesat platform by university students.,JM/12_15,http://amsat-uk.org/2012/12/11/amateur-radio-alaska-research-cubesat-arc/,http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/,http://planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArSat 1,Argentina,Argentina,ArSat,Commercial,Communications,,GEO,,-71.8,"35,778","35,795",2.02E-04,0.01,1436.07,"3,000",,,10/16/14,15 yrs.,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2014-062B,40272,"First geostationary communications satellite built in Argentina. It will support television broadcasts, data transmission and Internet access for customers in Argentina, Chile, Uruguay and Paraguay.",ZARYA,http://spaceflightnow.com/ariane/va220/141016preview/#.VNkG4i5ryiw,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArSat 2,Argentina,Argentina,ArSat,Commercial,Communications,,GEO,,-81,"35,786","35,801",1.78E-04,0.01,1436.06,"2,977",,"4,600",9/30/15,15 yrs.,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2015-054B,40941,,JM/12_15,http://spacenews.com/argentinas-arsat-2-launch-aboard-ariane-5/,http://www.planet4589.org/space/log/satcat.txt,http://www.orbiter-forum.com/showthread.php?t=36156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemis (Advanced Data Relay and Technology Mission Satellite) ,ESA,ESA,European Space Agency,Commercial/Government,Communications/Technology Development,,GEO,,21.36,"35,771","35,803",3.80E-04,7.03,1436.12,"3,105","1,500","4,600",7/12/01,10 yrs.,Alenia Spazio,Italy,Guiana Space Center,Ariane 5G,2001-029A,26863,"An 18-month rescue mission recovered the satellite; develop European capabilities in satellite communications; test new technologies; support development of European navigation system (EGNOS, c. 2010).",SC - ASCR,http://www.esa.int/artemislaunch/,http://www.esa.int/export/esaSA/ESADLGPZ9NC_telecom_0.html,http://nssdc.gsfc.nasa/gov/spacewarn/spx573.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaSat-4 ,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,122.24,"35,784","35,789",5.93E-05,0,1436.1,"4,137","2,275","9,500",4/12/03,15 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3B,2003-014A,27718,"28 C-band, 16 Ku-band; extensive C-band coverage across Asia and targeted Ku-band beams for Australasia, East Asia, and a BSS payload for provision of Direct to Home (DTH) services to Hong Kong.",JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx594.html,http://www.asiasat.com/eng/02_satellites/system_03.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaSat-6 (Thaicom-7),China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,120,"35,783","35,793",1.19E-04,0.07,1436.17,"3,700",,,9/7/14,15 yrs.,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-052A,40141,14 of the 28 C-band transponders will be operated by Thaicom as Thaicom 7.,ZARYA,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,http://www.nasaspaceflight.com/2014/09/spacex-falcon-9-asiasat-6-mission/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaSat-8,China,China,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,,GEO,,105.5,"35,781","35,793",1.42E-04,0.07,1436.1,"4,500",,"8,500",8/5/14,15 yrs.,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-046A,40107,24 Ku-band transponders.,ZARYA,http://www.asiasat.com/asiasat/contentView.php?section=216&lang=0,http://www.cbsnews.com/network/news/space/home/spacenews/files/080514_spacex_asiasat8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaStar ,USA,USA,1Worldspace,Commercial,Communications,,GEO,,104.97,"35,773","35,801",3.32E-04,0.02,1436.15,"2,775","1,530","5,600",3/21/00,15 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 5G,2000-016A,26107,"Africa, Middle East, Asia, Latin America and Caribbean. Services to underserved emerging markets; low-cost portable receivers.",JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx557.html,http://www.worldspace.com/about/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1D ,Luxembourg,Luxembourg,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,-67.6,"35,776","35,795",2.25E-04,1.15,1436.08,"2,924","1,700","3,300",11/1/94,15 yrs.,Hughes,USA,Guiana Space Center,Ariane 42P,1994-070A,23331,Primarily backup for Astra 1B and 1C; 18 Ku-band transponders; continental Europe.,JM/12_08,www.astra.lu/corporate/satellites/fleet,http://nssdc.gsfc.nasa.gov/spacewarn/spx493.html,http://www.ses-astra.com/satellites/fleet/satellites.php?sat=16,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1KR,Luxembourg,Luxembourg,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,19.16,"35,766","35,807",4.86E-04,0.08,1436.1,"4,332",,"12,000",4/20/06,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5,2006-012A,29055,32 Ku-band transponders; direct-to-home broadcast services across Europe.,JM/12_08,www.astra.lu/corporate/satellites/fleet,http://www.lib.cas.cz/www/space.40/2006/012A.HTM,http://en.wikipedia.org/wiki/Astra_1KR,http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1L,Luxembourg,Luxembourg,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,19.3,"35,772","35,798",3.08E-04,0.05,1436.03,"4,500",,"13,000",5/4/07,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-016A,31306,"29 Ku-band, 2 Ka-band transponders first five years; 25 Ku-band and 2 Ka-band thereafter.",JM/12_08,http://www.ses-global.com/corpSite/site_en/04_ASTRAFleet/03_satellite_list/astra1l/index.php,http://www.lib.cas.cz/www/space.40/2007/016A.HTM,http://www.space-travel.com/reports/Lockheed_Martin_Built_Astra_1L_Satellite_Ready_For_Launch_999.html,http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 1N,Luxembourg,Luxembourg,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,28.2,"35,715","35,780",7.72E-04,0.12,1434.1,"5,350",,,8/6/11,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2011-041A,37775,Direct-to-home and HD television.,SC - ASCR 9/11,http://en.ses.com/4628614/astra-1n,http://www.lib.cas.cz/space.40/2011/041A.HTM,http://en.ses.com/4233325/news/2011/7722694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 2B ,Luxembourg,Luxembourg,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,31.33,"35,772","35,801",3.44E-04,0.07,1436.11,"3,315","1,400","7,800",9/14/00,14yrs.,Astrium,France/UK/Germany,Guiana Space Center,Ariane 5G,2000-054A,26494,"Direct-to-home; broadcasting, multimedia; 30 Ku-band for first five years, 28 after; UK and Ireland.",JM/12_08,www.astra.lu/corporate/satellites/fleet,http://nssdc.gsfc.nasa.gov/spacewarn/spx563.html,http://www.ses-astra.com/satellites/fleet/satellites.php?sat=13,http://www.planet4589.org/space/jsr/back/news.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 2D,Luxembourg,Luxembourg,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,28.14,"35,770","35,802",3.80E-04,0.07,1436.1,"1,420",700,"1,500",12/19/00,15 yrs.,Hughes,USA,Guiana Space Center,Ariane 5G,2000-081A,26638,"Direct-to-home; broadcasting, multimedia; 16 Ku-band; UK and Ireland.",JM/12_08,www.astra.lu/corporate/satellites/fleet,,http://www.ses-astra.com/satellites/fleet/satellites.php?sat=15,http://www.planet4589.org/space/jsr/back/news.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 2F,Luxembourg,Luxembourg,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,28.2,"35,777","35,795",2.13E-04,0.06,1436.07,"6,000","2,660",,9/28/12,15 yrs.,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5 ECA,2012-051A,38778,"Prime position for SES - BBC, ITV, Channel 5.",SC - ASCR,http://www.nasaspaceflight.com/2012/09/ariane-5-eca-launch-with-astra-2f-and-gsat-10-satellites/,http://space50.kosmo.cz/s40/2012/1051A.HTM,http://airbusdefenceandspace.com/newsroom/news-and-features/astra-2g-satellite-to-provide-next-generation-services-ready-in-orbit/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 3A ,Luxembourg,Luxembourg,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,23.48,"35,770","35,804",4.03E-04,0.06,1436.07,"1,500",750,"1,500",3/29/02,10 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2002-015B,27400,"20 transponders; provide follow-on capacity for the Kopernikus satellite of Deutsche Telekom AG, contracted for 10 transponders on spacecraft; German-speaking countries of Germany, Austria and Switzerland.",JM/12_08,www.astra.lu/corporate/satellites/fleet,http://nssdc.gsfc.nasa.gov/spacewarn/spx581.html,http://www.ses-americom.com/bev.3a.html,http://www.planet4589.org/space/jsr/back/news.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 3B,Luxembourg,Luxembourg,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,23.5,"35,768","35,806",4.51E-04,0.08,1436.11,"5,471",,"10,000",5/21/10,15 yrs.,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA,2010-021A,36581,"60 Ku-band, 4 Ka-band transponders. Serves German, Czech, Slovak market.",SC - ASCR,http://kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/021A.HTM,http://www.ses-astra.com/business/en/satellite-fleet/satellite-list/astra3b/index.php,http://www.broadbandtvnews.com/2010/05/22/astra-3b-finally-placed-in-orbit/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra 5B,Luxembourg,Luxembourg,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,31.55,"35,787","35,793",7.12E-05,0.05,1436.26,"5,724",,,3/22/14,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2014-011B,39617,Comsat to cover Eastern Europe with Direct to Home and cable feeds to digital television networks. It also carries a hosted L-band payload for the European Commissionês European Geostationary Navigation Overlay Service (EGNOS).,SC - ASCR,http://www.ses.com/4628908/astra-5b,http://space50.kosmo.cz/s40/2014/INDEX1.HTM,http://www.space-airbusds.com/en/programmes/astra-2e-astra-2f-astra-2g-and-astra-5b-added-flexibility-and-improved.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athena-Fidus__(Access on THeatres for European Nations Allied forces - French Italian Dual Use Satellite),France,France/Italy,Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),Government/Military,Communications,,GEO,,25,"35,784","35,788",4.74E-05,0.05,1436.06,"3,080",,,2/6/14,15 yrs.,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2014-006B,39509,"Carries 2 payloads, one each for France and Italy. Operates in the Ka and EHF bands.",SC - ASCR,http://www.defenseindustrydaily.com/franco-italian-athena-fidus-offers-wideband-satcom-06186/,http://space50.kosmo.cz/s40/2014/I006B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantis (QB50 - US02),NR (10/17),USA,University of Michigan,Civil,Earth Science,,LEO,Non-Polar Inclined,0,396,409,9.60E-04,51.6,92.6,2,,,5/26/17,,University of Michigan ,USA,International Space Center,Nanorack Deployer,1998-067MS,42737,Earth science in the thermosphere.,JMSatcat/10_17,https://upload.qb50.eu/detail/US02/,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerspace/Africasat-1a (Azersat-1),Azerbaijan,Azerbaijan,Ministry of Communications and Information Technologies,Government,Communications,,GEO,,46,"35,778","35,794",1.90E-04,0.04,1436.08,"3,250","1,438",,2/7/13,15 yrs.,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2013-006B,39079,First satellite for Azerbaijan. Operating from an orbital slot assigned to Malaysia.,SC - ASCR,http://www.satellitetoday.com/st/stbriefs/Azerspace-1Africasat-1a-Enters-Full-Commercial-Service_40962.html,http://www.orbital.com/SatellitesSpace/Communications/Azerspace/,http://space50.kosmo.cz/s40/2013/INDEX1.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badr 5A (Arabsat 5A),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,30.5,"35,605","35,623",2.14E-04,0.03,1427.27,"4,940",,,6/26/10,15 yrs.,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA,2010-032B,36745,"26 C-band, 24 Ku-bandover sub-Saharan Africa, North Africa and the Middle East.",SC - ASCR,http://www.arabsat.com/pages/PressReleaseDetails.aspx?id=182,http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/032B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badr 6 (Arabsat 4AR),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.08,"35,768","35,805",4.39E-04,0.05,1436.1,"3,400",,"6,000",7/7/08,15 yrs.,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA,2008-034B,33154,"24 C-band, 20 Ku-band transponders, direct-to-home voice, video, and internet services to the Middle East and North Africa.",JM/12_08,http://www.satbeams.com/info?satellite=2371,http://www.lib.cas.cz/space.40/2008/034B.HTM,http://www.eads-nv.com/1024/en/pressdb/pressdb/20080808_atrium_arabsat_BADR-6.html,http://www.space-travel.com/reports/Alcatel_Alenia_Space_To_Provide_Communication_Payload_For_Arabsat_BADR_6_Satellite.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badr 7 (Arabsat 6B),NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26,"35,768","35,817",5.81E-04,0.1,"1,436.00","5,500",,,11/10/15,15 yrs.,Airbus Defense and Space,France/UK/Germany/Spain,Guiana Space Center,Ariane 5,2015-065B,41029,,SC - ASCR,http://spaceflightnow.com/2015/11/10/arab-and-indian-satellites-fly-aboard-ariane-5/,http://prehled-druzic.blogspot.cz/2015/11/2015-065.html#2015065A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeEagleSat (QB 50 - TR01),NR (10/17),Turkey,Istanbul Technical University/Turkish Air Force Academy,Civil,Earth Science,,LEO,Non-Polar Inclined,0,395,411,1.18E-03,51.6,92.6,2,,,5/26/17,,Istanbul Technical University/Turkish Air Force Academy,Turkey,International Space Center,Nanorack Deployer,1998-067MR,42736,Earth science in the thermosphere.,JMSatcat/10_17,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BermudaSat-1 (Echostar 6) ,USA,USA,"Echostar Technologies, LLC - leased to Bermuda, operated by SES Satellites",Commercial,Communications,,GEO,,-96.2,"35,775","35,798",2.73E-04,0.07,1436.12,"3,700","1,493","11,000",7/14/00,12 yrs.,Space Systems/Loral,USA,Cape Canaveral,Atlas 2AS,2000-038A,26402,"CONUS, Hawaii, Alaska and Puerto Rico; 32 Ku-band transponders. In 2013 leased by Bermuda and moved to the 96.2 W orbital slot.",JM/12_08,http://www.dishnetwork.com/content/aboutus/satellites/echo6/index.shtml,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.govsubportal.com/news/item/1246-bermudasat-1-minister-of-economic-development-provides-update-on-bermuda%E2%80%99s-satellite-network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BisonSat (Nwist Qwiqway),NR,USA,Salish Kootenai College,Civil,Earth Observation/Technology Development,Optical Imaging,LEO,Non-Polar Inclined,0,497,801,2.17E-02,64.78,97.7,1,,,10/8/15,,Salish Kootenai College,USA,Cape Canaveral,Atlas 5,2015-058E,40968,Mainly a training exercise for students with earth observation and cloud measurement capability.,JM/12_15,http://www.nesdis.noaa.gov/CRSRA/files/BisonSat_NOAA_license_public_summary.pdf,http://spaceflightnow.com/2015/10/08/recap-story-second-atlas-5-rocket-launched-in-span-of-six-days/,http://planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAC ONNESHA (Bird BB),NR (10/17),Bangladesh,Kyushu Institute of Technology (KIT),Civil,Communications,Amateur Radio,LEO,Non-Polar Inclined,0,401,404,2.21E-04,51.6,94.6,2,,,7/7/17,,Kyushu Institute of Technology (KIT),Japan,International Space Center,Nanorack Deployer,1998-067MX,42823,Five-country initiative for learning and capacity-building.,JMSatcat/10_17,https://www.researchgate.net/publication/289868265_IAA-CU-15-01-16_Five-nations_CubeSat_constellation_An_inexpensive_test_case_for_learning_and_capaci-_ty_building,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazilsat B-2 (Brasilsat B-2),Brazil,Brazil,Embratel Star One,Military/Commercial,Communications,,GEO,,-68,"35,776","35,797",2.49E-04,0.84,1436.11,"1,780","1,050 (BOL)","1,800 (BOL)",3/28/95,12 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP,1995-016A,23536,24 C-band; several X-band. Used for telephone service in Brazilian interior.,JM/12_08,http://www.starone.com.br/en/internas/brasilsat_b2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazilsat B-3 (Brasilsat B-3),Brazil,Brazil,Embratel Star One,Commercial,Communications,,GEO,,-74.96,"35,769","35,803",4.03E-04,0.04,1436.07,"1,780","1,050 (BOL)","1,800 (BOL)",2/4/98,12 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP,1998-006A,25152,28 C-band transponders for voice and video communication.,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa/gov/spacewarn/spx532.html,http://samadi.jpl.nasa/gov/msl/QuickLooks/brazilsatQL.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazilsat B-4 (Brasilsat B-4),Brazil,Brazil,Embratel Star One,Commercial,Communications,,GEO,,-84.03,"35,772","35,800",3.32E-04,0.07,1436.09,"2,495","1,050 (BOL)","1,800 (BOL)",8/17/00,12 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP,2000-046A,26469,28 C-band; voice and video communications to all of South America.,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa/gov/spacewarn/spx562.html,http://www.boeing.com/defense-space/space/bss/hsc_pressreleases/00_08_17_launch.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRISat,NR (12/16),Indonesia,Bank Rakyat Indonesia (BRI),Commercial,Communications,,GEO,,150.5,"35,702","35,876",2.06E-03,0.07,1436.2,"3,540",,,6/19/16,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2016-039A,41591,First satellite owned and operated by a bank. Will expand secure banking communications to almost 60 million customers across the Indonesia archipelago.,ZARYA,http://spaceflightnow.com/2016/06/19/ariane-5-rocket-hoists-record-commercial-payload-into-orbit/,http://www.zarya.info/Diaries/Launches/Launches.php?year=2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
