,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,state
1094,Norristown,16997,Valid,"Iron, IIIAB",4200.0,Found,1965.0,32.51667,-82.55,"(32.516670, -82.550000)",US-GA
1095,Northampton,17009,Valid,Iron,353.0,Found,1963.0,42.31667,-72.63333,"(42.316670, -72.633330)",US-NY
1096,Northbranch,17010,Valid,H5,76000.0,Found,1972.0,39.99167,-98.34167,"(39.991670, -98.341670)",US-KS
1097,Nuevo Laredo,17937,Valid,Eucrite-mmict,500.0,Found,1950.0,27.5,-99.5,"(27.500000, -99.500000)",US-TX
1098,Ocate,48976,Valid,"Iron, IAB-MG",6400.0,Found,1986.0,36.29533,-105.04833,"(36.295330, -105.048330)",US-NM
1099,Oakley (iron),17972,Valid,"Iron, IIIF",111000.0,Found,1926.0,42.33333,-113.7,"(42.333330, -113.700000)",US-ID
1100,Oakley (stone),17973,Valid,H6,27700.0,Found,1895.0,38.95,-101.01667,"(38.950000, -101.016670)",US-KS
1101,Oasis State Park,17974,Valid,OC,606.0,Found,1968.0,34.22833,-103.35833,"(34.228330, -103.358330)",US-NM
1102,Oberlin,17975,Valid,LL5,2500.0,Found,1911.0,39.8,-100.51667,"(39.800000, -100.516670)",US-KS
1103,Ocotillo,17980,Valid,"Iron, IAB-MG",28570.0,Found,1990.0,32.83333,-116.06667,"(32.833330, -116.066670)",US-CA
1104,Octave Mine,35633,Valid,H5,1304.2,Found,2004.0,34.13228,-112.70225,"(34.132280, -112.702250)",US-AZ
1105,Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000.0,Found,1922.0,31.71667,-102.4,"(31.716670, -102.400000)",US-TX
1106,O'Donnell,17987,Valid,H5,12700.0,Found,1992.0,32.91217,-101.91867,"(32.912170, -101.918670)",US-TX
1107,Ogallala,17992,Valid,"Iron, IAB-sLL",3300.0,Found,1918.0,41.16667,-101.66667,"(41.166670, -101.666670)",US-NE
1108,Okechobee,18001,Valid,L4,1000.0,Found,1916.0,26.68333,-80.8,"(26.683330, -80.800000)",US-FL
1109,Oktibbeha County,18003,Valid,"Iron, IAB-ung",156.0,Found,1854.0,33.5,-89.0,"(33.500000, -89.000000)",US-MS
1110,Old Dominion Mine,18004,Valid,H4,42.0,Found,2000.0,34.85958,-116.22113,"(34.859580, -116.221130)",US-CA
1111,Old Woman,18007,Valid,"Iron, IIAB",2753000.0,Found,1976.0,34.46667,-115.23333,"(34.466670, -115.233330)",US-CA
1112,Oldman Mountain,56392,Valid,H5,198.96,Found,2008.0,33.67248,-114.2917,"(33.672480, -114.291700)",US-CA
1113,Oliver,18014,Valid,L6,6690.0,Found,1984.0,41.2,-103.68333,"(41.200000, -103.683330)",US-NE
1114,Olton,18016,Valid,H3.5,953.0,Found,1948.0,34.16722,-102.13361,"(34.167220, -102.133610)",US-TX
1115,Oro Grande,18031,Valid,H5,513.0,Found,1971.0,32.37167,-106.25833,"(32.371670, -106.258330)",US-NM
1116,Oroville,18032,Valid,"Iron, IIIAB",24500.0,Found,1893.0,39.68333,-121.63333,"(39.683330, -121.633330)",US-CA
1117,Oscuro Mountains,18035,Valid,"Iron, IAB-MG",3600.0,Found,1895.0,33.63333,-106.38333,"(33.633330, -106.383330)",US-NM
1118,Oshkosh,18036,Valid,H,144.8,Found,1961.0,44.07694,-88.56278,"(44.076940, -88.562780)",US-WI
1119,Osseo,18037,Valid,"Iron, IAB complex",46300.0,Found,1931.0,47.63333,-80.08333,"(47.633330, -80.083330)",
1120,Otis,18044,Valid,L6,2600.0,Found,1940.0,38.53333,-99.05,"(38.533330, -99.050000)",US-KS
1121,Otto,18047,Valid,H5,28.0,Found,1970.0,35.16667,-105.98333,"(35.166670, -105.983330)",US-NM
1122,Overland Park,18056,Valid,H4,1374.0,Found,1998.0,38.96667,-94.66667,"(38.966670, -94.666670)",US-KS
1123,Ovid,18057,Valid,H6,6169.0,Found,1939.0,40.96667,-102.4,"(40.966670, -102.400000)",US-NE
1124,Ovid (b),31283,Valid,H5,860.0,Found,1943.0,40.75833,-102.375,"(40.758330, -102.375000)",US-NE
1125,Owasco,18060,Valid,L6,168400.0,Found,1984.0,41.2,-103.68333,"(41.200000, -103.683330)",US-NE
1126,Owens Valley,18061,Valid,"Iron, IIIAB",192800.0,Found,1913.0,37.46667,-118.0,"(37.466670, -118.000000)",US-NV
1127,Oxford,18063,Valid,H5,6000.0,Found,1985.0,40.16667,-99.66667,"(40.166670, -99.666670)",US-NE
1128,Ozona,18066,Valid,H6,127500.0,Found,1929.0,30.73333,-101.3,"(30.733330, -101.300000)",US-TX
1129,Page City,18070,Valid,"Iron, IVA",13630.0,Found,1980.0,39.16667,-101.28333,"(39.166670, -101.283330)",US-KS
1130,Palmersville,18078,Valid,H5,9979.0,Found,1908.0,36.4665,-88.60283,"(36.466500, -88.602830)",US-TN
1131,Palo Blanco Creek,18080,Valid,Eucrite-mmict,1482.0,Found,1954.0,36.5,-104.5,"(36.500000, -104.500000)",US-NM
1132,Palo Verde Mine,31284,Valid,L6,9158.0,Found,2004.0,34.71457,-114.19142,"(34.714570, -114.191420)",US-CA
1133,Paloduro,18081,Valid,"Iron, IIIE",3000.0,Found,1935.0,34.9,-101.21667,"(34.900000, -101.216670)",US-TX
1134,Panhandle,18096,Valid,H5,1360.0,Found,1969.0,35.33333,-101.38333,"(35.333330, -101.383330)",US-TX
1135,Park,18104,Valid,L6,13000.0,Found,1969.0,39.11,-100.36167,"(39.110000, -100.361670)",US-KS
1136,Parma Canyon,18107,Valid,Iron,2150.0,Found,1940.0,43.8,-117.0,"(43.800000, -117.000000)",US-OR
1137,Patricia,18115,Valid,H5,14900.0,Found,1983.0,32.5,-102.03333,"(32.500000, -102.033330)",US-TX
1138,Paulding County,18172,Valid,Iron,725.0,Found,1901.0,34.0,-84.8,"(34.000000, -84.800000)",US-GA
1139,Paymaster Mine,44796,Valid,L5,159.0,Found,2004.0,33.18667,-114.91783,"(33.186670, -114.917830)",US-CA
1140,Payson,18178,Valid,L6,1728.0,Found,2001.0,34.23333,-111.4,"(34.233330, -111.400000)",US-AZ
1141,Peck's Spring,18182,Valid,L5,1600.0,Found,1926.0,32.0,-102.0,"(32.000000, -102.000000)",US-TX
1142,Pedernales,34062,Valid,"Iron, IAB complex",691.0,Found,1980.0,30.33333,-98.95,"(30.333330, -98.950000)",US-TX
1143,Peetz,18783,Valid,L6,11500.0,Found,1937.0,40.95,-103.08333,"(40.950000, -103.083330)",US-NE
1144,Pelona Mountain,18785,Valid,H5,618.0,Found,1999.0,33.66667,-108.1,"(33.666670, -108.100000)",US-NM
1145,Penokee,18788,Valid,H5,3580.0,Found,1947.0,39.35,-99.91667,"(39.350000, -99.916670)",US-KS
1146,Pep,18791,Valid,OC,591.0,Found,1966.0,33.73,-102.57667,"(33.730000, -102.576670)",US-TX
1147,Perryton,18794,Valid,LL6,2114.0,Found,1975.0,36.35333,-100.73167,"(36.353330, -100.731670)",US-TX
1148,Perryville,18795,Valid,"Iron, IIC",17500.0,Found,1906.0,37.73333,-89.85,"(37.733330, -89.850000)",US-IL
1149,Persimmon Creek,18796,Valid,"Iron, IAB-sLM",5000.0,Found,1893.0,35.05,-84.23333,"(35.050000, -84.233330)",US-TN
1150,Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360.0,Found,1935.0,40.45,-102.38333,"(40.450000, -102.383330)",US-NE
1151,Picacho,18814,Valid,"Iron, IIIAB",22000.0,Found,1952.0,33.2,-105.0,"(33.200000, -105.000000)",US-NM
1152,Pickens County,18815,Valid,H6,400.0,Found,1908.0,34.5,-84.5,"(34.500000, -84.500000)",US-GA
1153,Pierceville (iron),18819,Valid,"Iron, IIIAB",100000.0,Found,1917.0,37.86667,-100.66667,"(37.866670, -100.666670)",US-KS
1154,Pierceville (stone),18820,Valid,L6,2125.0,Found,1939.0,37.86667,-100.66667,"(37.866670, -100.666670)",US-KS
1155,Pima County,18823,Valid,"Iron, IIAB",210.0,Found,1947.0,32.2,-111.0,"(32.200000, -111.000000)",US-AZ
1156,Pine Bluffs,18824,Valid,H,2700.0,Found,1935.0,41.18333,-104.06667,"(41.183330, -104.066670)",US-WY
1157,Pine River,18826,Valid,"Iron, IAB-sLL",3600.0,Found,1931.0,44.21667,-89.1,"(44.216670, -89.100000)",US-WI
1158,Pi̱on,18828,Valid,"Iron, ungrouped",17850.0,Found,1928.0,32.66667,-105.1,"(32.666670, -105.100000)",US-NM
1159,Pinto Mountains,18829,Valid,L6,17900.0,Found,1954.0,34.0,-115.78333,"(34.000000, -115.783330)",US-CA
1160,Pipe Creek,18830,Valid,H6,13600.0,Found,1887.0,29.68333,-98.91667,"(29.683330, -98.916670)",US-TX
1161,Pittsburg,18838,Valid,"Iron, IAB-MG",600.0,Found,1850.0,40.43333,-80.0,"(40.433330, -80.000000)",US-PA
1162,Plains,18839,Valid,H5,34300.0,Found,1964.0,33.28333,-102.76667,"(33.283330, -102.766670)",US-TX
1163,Plains (d),18840,Valid,H4,280.0,Found,1991.0,33.26667,-102.9,"(33.266670, -102.900000)",US-TX
1164,Plainview (1917),18841,Valid,H5,700000.0,Found,1917.0,34.11667,-101.78333,"(34.116670, -101.783330)",US-TX
1165,Plainview (1950),18842,Valid,H,2200.0,Found,1950.0,34.11667,-101.78333,"(34.116670, -101.783330)",US-TX
1166,Plainview (c),18843,Valid,OC,631.0,Found,1963.0,34.125,-101.75667,"(34.125000, -101.756670)",US-TX
1167,Plainview (d),18844,Valid,L6,700.0,Found,1979.0,34.1875,-101.70417,"(34.187500, -101.704170)",US-TX
1168,Plainview (e),54437,Valid,H5,1250.0,Found,2010.0,34.18513,-101.70558,"(34.185130, -101.705580)",US-TX
1169,Pleasanton,18848,Valid,H5,2300.0,Found,1935.0,38.18333,-94.71667,"(38.183330, -94.716670)",US-KS
1170,Plymouth,18850,Valid,"Iron, IIIAB",14000.0,Found,1893.0,41.33333,-86.31667,"(41.333330, -86.316670)",US-IN
1171,Point of Rocks (iron),18855,Valid,"Iron, IIIAB",18000.0,Found,1956.0,36.5,-104.5,"(36.500000, -104.500000)",US-NM
1172,Point of Rocks (stone),18856,Valid,L6,800.0,Found,1954.0,36.5,-104.5,"(36.500000, -104.500000)",US-NM
1173,Poison Spring,18857,Valid,Iron,524.0,Found,1971.0,38.17,-110.36667,"(38.170000, -110.366670)",US-UT
1174,Pony Creek,18866,Valid,H4,4642.0,Found,1947.0,31.66333,-99.95,"(31.663330, -99.950000)",US-TX
1175,Portales (a),18871,Valid,H4,3240.0,Found,1967.0,34.06667,-103.5,"(34.066670, -103.500000)",US-NM
1176,Portales (b),18872,Valid,L6,595.8,Found,1967.0,34.06667,-103.5,"(34.066670, -103.500000)",US-NM
1177,Portales (c),18873,Valid,H4,6000.0,Found,1967.0,34.1,-103.41667,"(34.100000, -103.416670)",US-NM
1178,Portis,18875,Valid,L,30.0,Found,1959.0,39.56667,-98.68333,"(39.566670, -98.683330)",US-KS
1179,Post,18877,Valid,L,2000.0,Found,1965.0,33.11667,-101.38333,"(33.116670, -101.383330)",US-TX
1180,Potter,18878,Valid,L6,261000.0,Found,1941.0,41.23333,-103.3,"(41.233330, -103.300000)",US-NE
1181,Powell Peak 001,54561,Valid,H6,42.8,Found,2011.0,34.68222,-114.33046,"(34.682220, -114.330460)",US-CA
1182,Powell Peak 002,54526,Valid,L4,1062.0,Found,2008.0,34.7049,-114.34572,"(34.704900, -114.345720)",US-CA
1183,Powellsville,18880,Valid,H5,4310.0,Found,1990.0,38.66667,-82.78333,"(38.666670, -82.783330)",US-VA
1184,Prairie Dog Creek,18882,Valid,H3.7,2900.0,Found,1893.0,39.63333,-100.5,"(39.633330, -100.500000)",US-KS
1185,Primm,18889,Valid,H5,3383.0,Found,1997.0,35.66667,-115.36667,"(35.666670, -115.366670)",US-NV
1186,Providence,18893,Valid,"Iron, IIIAB",6804.0,Found,1903.0,38.56667,-85.23333,"(38.566670, -85.233330)",US-KY
1187,Puente del Zacate,18894,Valid,"Iron, IIIAB",30790.0,Found,1904.0,27.86667,-101.5,"(27.866670, -101.500000)",US-TX
1188,Puente-Ladron,18895,Valid,L,7.7,Found,1944.0,34.4,-106.85,"(34.400000, -106.850000)",US-NM
1189,Puerto Libertad,18897,Valid,L,66.0,Found,1973.0,29.9,-112.68333,"(29.900000, -112.683330)",
1190,Purmela,32771,Valid,"Iron, IIF",4500.0,Found,1977.0,29.5,-98.05,"(29.500000, -98.050000)",US-TX
1191,Putnam County,18906,Valid,"Iron, IVA",32700.0,Found,1839.0,33.25,-83.25,"(33.250000, -83.250000)",US-GA
1192,Quartz Mountain,18910,Valid,"Iron, IIIAB",4832.0,Found,1935.0,37.2,-116.7,"(37.200000, -116.700000)",US-NV
1193,Quartzsite,35634,Valid,L4,69.7,Found,2002.0,33.68085,-114.1958,"(33.680850, -114.195800)",US-CA
1194,Quinn Canyon,22364,Valid,"Iron, IIIAB",1450000.0,Found,1908.0,38.08333,-115.53333,"(38.083330, -115.533330)",US-NV
1195,Rabbit Dry Lake,22366,Valid,L6,20.0,Found,2000.0,34.44567,-117.01083,"(34.445670, -117.010830)",US-CA
1196,Ragged Top,22370,Valid,H4,122.7,Found,1997.0,32.44667,-111.34667,"(32.446670, -111.346670)",US-AZ
1197,Ragland,22372,Valid,LL3.4,12100.0,Found,1982.0,34.76778,-103.55,"(34.767780, -103.550000)",US-NM
1198,Ragland Hill,56382,Valid,H5,11800.0,Found,1980.0,34.78333,-103.66667,"(34.783330, -103.666670)",US-NM
1199,Randsburg,44798,Valid,L5,112.9,Found,2005.0,35.4005,-117.66617,"(35.400500, -117.666170)",US-NV
1200,Ransom,22393,Valid,H4,15000.0,Found,1938.0,38.61667,-99.93333,"(38.616670, -99.933330)",US-KS
1201,Reager,22401,Valid,L6,230.0,Found,1948.0,39.78333,-100.0,"(39.783330, -100.000000)",US-KS
1202,Red Dry Lake 002,22539,Valid,H6,21.5,Found,2001.0,35.65306,-114.02437,"(35.653060, -114.024370)",US-AZ
1203,Red Dry Lake 003,22540,Valid,H6,94.0,Found,2001.0,35.64552,-114.03069,"(35.645520, -114.030690)",US-AZ
1204,Red Dry Lake 004,22541,Valid,H6,13.5,Found,2001.0,35.6464,-114.02849,"(35.646400, -114.028490)",US-AZ
1205,Red Dry Lake 005,22542,Valid,H6,12.0,Found,2001.0,35.64645,-114.02853,"(35.646450, -114.028530)",US-AZ
1206,Red Dry Lake 006,22543,Valid,H4,40.0,Found,2001.0,35.62705,-114.04336,"(35.627050, -114.043360)",US-NV
1207,Red Dry Lake 009,22544,Valid,H3.6,13.0,Found,2001.0,35.62723,-114.04323,"(35.627230, -114.043230)",US-NV
1208,Red Dry Lake 022,22545,Valid,H6,17.0,Found,2002.0,35.66185,-114.0271,"(35.661850, -114.027100)",US-AZ
1209,Red Dry Lake 023,22546,Valid,L5,5.9,Found,2002.0,35.66375,-114.02698,"(35.663750, -114.026980)",US-AZ
1210,Red Dry Lake 024,31306,Valid,L5,17.9,Found,2003.0,35.69732,-114.032,"(35.697320, -114.032000)",US-AZ
1211,Red Dry Lake 025,31307,Valid,L5/6,6.55,Found,2003.0,35.67947,-114.04338,"(35.679470, -114.043380)",US-NV
1212,Red Dry Lake 028,31308,Valid,H4,11.3,Found,2004.0,35.6448,-114.03452,"(35.644800, -114.034520)",US-AZ
1213,Red Dry Lake 029,31309,Valid,H4,5.25,Found,2004.0,35.62682,-114.04373,"(35.626820, -114.043730)",US-NV
1214,Red Dry Lake 031,22547,Valid,H4,4.8,Found,2002.0,35.69733,-114.06167,"(35.697330, -114.061670)",US-NV
1215,Red Dry Lake 063,45969,Valid,H4,6.0,Found,2006.0,35.63333,-114.08333,"(35.633330, -114.083330)",US-NV
1216,Red Dry Lake 064,45970,Valid,H5,6.0,Found,2006.0,35.64133,-114.09,"(35.641330, -114.090000)",US-NV
1217,Red Dry Lake 065,45971,Valid,L6,3.0,Found,2006.0,35.647,-114.0955,"(35.647000, -114.095500)",US-NV
1218,Red Dry Lake 067,52886,Valid,L3.4,6.2,Found,2009.0,35.65868,-114.02573,"(35.658680, -114.025730)",US-AZ
1219,Red Dry Lake 068,52891,Valid,H4,26.2,Found,2008.0,35.64,-114.03285,"(35.640000, -114.032850)",US-AZ
1220,Red Dry Lake 071,52971,Valid,H6,4.35,Found,2010.0,35.62453,-114.04688,"(35.624530, -114.046880)",US-NV
1221,Red River,22548,Valid,"Iron, IIIAB",800000.0,Found,1808.0,32.0,-95.0,"(32.000000, -95.000000)",US-TX
1222,Red Rock,22549,Valid,"Iron, IIIAB",47600.0,Found,1976.0,35.41667,-117.91667,"(35.416670, -117.916670)",US-NV
1223,Red Willow,22550,Valid,Iron,2750.0,Found,1899.0,40.25,-100.5,"(40.250000, -100.500000)",US-NE
1224,Reed City,22552,Valid,"Iron, ungrouped",20000.0,Found,1895.0,43.86667,-85.51667,"(43.866670, -85.516670)",US-MI
1225,Renfrow,22588,Valid,L6,81600.0,Found,1986.0,36.98667,-97.555,"(36.986670, -97.555000)",US-OK
1226,Republican River,22591,Valid,H4,135.0,Found,1942.0,40.08333,-98.91667,"(40.083330, -98.916670)",US-NE
1227,Rhineland,22595,Valid,H5,6240.0,Found,1961.0,33.53333,-99.61667,"(33.533330, -99.616670)",US-TX
1228,Richfield,22600,Valid,LL3.7,40800.0,Found,1983.0,37.22222,-101.68139,"(37.222220, -101.681390)",US-KS
1229,Richland,22601,Valid,"Iron, IIAB",50600.0,Found,1951.0,31.9,-96.4,"(31.900000, -96.400000)",US-TX
1230,Ridgecrest,22604,Valid,H5,9.69,Found,1958.0,35.58333,-117.56667,"(35.583330, -117.566670)",US-NV
1231,Rifle,22605,Valid,"Iron, IAB-MG",102700.0,Found,1948.0,38.51667,-107.83333,"(38.516670, -107.833330)",US-CO
1232,Rio Rancho,55670,Valid,L6,1001.0,Found,2011.0,35.3,-106.63333,"(35.300000, -106.633330)",US-NM
1233,Roach,22616,Valid,LL6,10.56,Found,1998.0,35.63333,-115.36667,"(35.633330, -115.366670)",US-NV
1234,Roach Dry Lake 002,22617,Valid,L6,5.0,Found,2000.0,35.65933,-115.37167,"(35.659330, -115.371670)",US-NV
1235,Roach Dry Lake 003,22618,Valid,H5,4.2,Found,2000.0,35.6717,-115.36722,"(35.671700, -115.367220)",US-NV
1236,Roach Dry Lake 006,22619,Valid,H6,6.53,Found,2001.0,35.68345,-115.34703,"(35.683450, -115.347030)",US-NV
1237,Roach Dry Lake 021,32763,Valid,H6,59.2,Found,2001.0,35.67298,-115.36717,"(35.672980, -115.367170)",US-NV
1238,Roach Dry Lake 027,22620,Valid,H5,18.65,Found,2002.0,35.68078,-115.34062,"(35.680780, -115.340620)",US-NV
1239,Roach Dry Lake 030,22621,Valid,EL6,10.13,Found,2002.0,35.67405,-115.36807,"(35.674050, -115.368070)",US-NV
1240,Roach Dry Lake 031,22622,Valid,H6,36.2,Found,2002.0,35.6701,-115.37248,"(35.670100, -115.372480)",US-NV
1241,Roach Dry Lake 064,22623,Valid,H6,18.26,Found,2002.0,35.67725,-115.3566,"(35.677250, -115.356600)",US-NV
1242,Roach Dry Lake 075,22624,Valid,H6,29.9,Found,2002.0,35.67355,-115.35067,"(35.673550, -115.350670)",US-NV
1243,Roach Dry Lake 113,52982,Valid,H5,39.6,Found,2010.0,35.66594,-115.37081,"(35.665940, -115.370810)",US-NV
1244,Roosevelt County 007,22662,Valid,H5,5.2,Found,1979.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1245,Roosevelt County 008,22663,Valid,H5,25.3,Found,1979.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1246,Roosevelt County 009,22664,Valid,H5,2.1,Found,1979.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1247,Rock Creek,22638,Valid,L5,1641.0,Found,1980.0,34.42222,-101.4975,"(34.422220, -101.497500)",US-TX
1248,Rock Springs,22639,Valid,L6,52.7,Found,2003.0,41.65,-109.025,"(41.650000, -109.025000)",US-WY
1249,Rodeo,22643,Valid,"Iron, IID",44000.0,Found,1852.0,25.33333,-104.66667,"(25.333330, -104.666670)",
1250,Rogers,22645,Valid,L,982.0,Found,1974.0,34.065,-103.40833,"(34.065000, -103.408330)",US-NM
1251,Rolla (1936),22646,Valid,H5,440.0,Found,1936.0,37.11667,-101.6,"(37.116670, -101.600000)",US-KS
1252,Rolla (1939),22647,Valid,H4,207.5,Found,1939.0,37.11667,-101.6,"(37.116670, -101.600000)",US-KS
1253,Rolla (1941),22648,Valid,H5,435.0,Found,1941.0,37.08333,-101.6,"(37.083330, -101.600000)",US-KS
1254,Rolla (d),22649,Valid,H,50.0,Found,1942.0,37.08333,-101.6,"(37.083330, -101.600000)",US-KS
1255,Romero,22651,Valid,H4,17200.0,Found,1938.0,35.76667,-102.95,"(35.766670, -102.950000)",US-TX
1256,Roosevelt,22655,Valid,H3.4,5200.0,Found,1972.0,34.86667,-98.95,"(34.866670, -98.950000)",US-TX
1257,Roosevelt County 001,22656,Valid,H3.8,462.0,Found,1968.0,33.78333,-103.56667,"(33.783330, -103.566670)",US-NM
1258,Roosevelt County 002,22657,Valid,L6,18.2,Found,1973.0,33.71667,-103.65,"(33.716670, -103.650000)",US-NM
1259,Roosevelt County 003,22658,Valid,H5,30.3,Found,1976.0,33.88333,-103.56667,"(33.883330, -103.566670)",US-NM
1260,Roosevelt County 004,22659,Valid,L6,882.0,Found,1977.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1261,Roosevelt County 005,22660,Valid,L6,12.0,Found,1978.0,34.21667,-103.28333,"(34.216670, -103.283330)",US-NM
1262,Roosevelt County 006,22661,Valid,L6,9.7,Found,1979.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1263,Roosevelt County 010,22665,Valid,L4,23.6,Found,1979.0,33.08333,-103.5,"(33.083330, -103.500000)",US-NM
1264,Roosevelt County 011,22666,Valid,H5,2.9,Found,1980.0,33.75,-103.13333,"(33.750000, -103.133330)",US-NM
1265,Roosevelt County 012,22667,Valid,H5,173.1,Found,1981.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1266,Roosevelt County 013,22668,Valid,H5,35.2,Found,1981.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1267,Roosevelt County 014,22669,Valid,L5,74.7,Found,1981.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1268,Roosevelt County 015,22670,Valid,H5,16.3,Found,1981.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1269,Roosevelt County 016,22671,Valid,H5,138.2,Found,1981.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1270,Roosevelt County 017,22672,Valid,L6,177.8,Found,1981.0,34.21667,-103.2,"(34.216670, -103.200000)",US-NM
1271,Roosevelt County 018,22673,Valid,H5,10.8,Found,1981.0,34.31667,-103.41667,"(34.316670, -103.416670)",US-NM
1272,Roosevelt County 019,22674,Valid,L5,450.0,Found,1982.0,34.11667,-103.56667,"(34.116670, -103.566670)",US-NM
1273,Roosevelt County 020,22675,Valid,L5,528.0,Found,1983.0,34.13333,-103.56667,"(34.133330, -103.566670)",US-NM
1274,Roosevelt County 021,22676,Valid,H5,96.0,Found,1983.0,33.81806,-103.20694,"(33.818060, -103.206940)",US-NM
1275,Roosevelt County 022,22677,Valid,L6,8.7,Found,1983.0,34.21667,-103.28333,"(34.216670, -103.283330)",US-NM
1276,Roosevelt County 023,22678,Valid,H5,59.2,Found,1984.0,34.18333,-103.23333,"(34.183330, -103.233330)",US-NM
1277,Roosevelt County 024,22679,Valid,H5,5.6,Found,1984.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1278,Roosevelt County 025,22680,Valid,L5,4.3,Found,1984.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1279,Roosevelt County 026,22681,Valid,L6,12.4,Found,1984.0,34.15,-104.01667,"(34.150000, -104.016670)",US-NM
1280,Roosevelt County 027,22682,Valid,Ureilite,22.3,Found,1984.0,33.8,-103.25,"(33.800000, -103.250000)",US-NM
1281,Roosevelt County 028,22683,Valid,L5,67.3,Found,1984.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1282,Roosevelt County 029,22684,Valid,H4,4.9,Found,1984.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1283,Roosevelt County 030,22685,Valid,H4,3.1,Found,1984.0,34.28333,-103.43333,"(34.283330, -103.433330)",US-NM
1284,Roosevelt County 031,22686,Valid,H3.9,397.1,Found,1984.0,33.78333,-103.55,"(33.783330, -103.550000)",US-NM
1285,Roosevelt County 032,22687,Valid,H5,141.1,Found,1968.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1286,Roosevelt County 033,22688,Valid,L4,21.8,Found,1968.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1287,Roosevelt County 034,22689,Valid,H5,118.5,Found,1968.0,34.08333,-103.61667,"(34.083330, -103.616670)",US-NM
1288,Roosevelt County 035,22690,Valid,L6,81.6,Found,1968.0,34.08333,-103.61667,"(34.083330, -103.616670)",US-NM
1289,Roosevelt County 036,22691,Valid,H5,65.2,Found,1968.0,34.08333,-103.61667,"(34.083330, -103.616670)",US-NM
1290,Roosevelt County 037,22692,Valid,H4/5,94.3,Found,1968.0,34.08333,-103.51667,"(34.083330, -103.516670)",US-NM
1291,Roosevelt County 038,22693,Valid,H5,49.4,Found,1968.0,34.3,-103.45,"(34.300000, -103.450000)",US-NM
1292,Roosevelt County 039,22694,Valid,H5,38.0,Found,1969.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1293,Roosevelt County 040,22695,Valid,H5,71.1,Found,1969.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1294,Roosevelt County 041,22696,Valid,L5,32.4,Found,1969.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1295,Roosevelt County 042,22697,Valid,H5,32.6,Found,1969.0,34.08333,-103.51667,"(34.083330, -103.516670)",US-NM
1296,Roosevelt County 043,22698,Valid,H4/5,52.1,Found,1969.0,34.08333,-103.61667,"(34.083330, -103.616670)",US-NM
1297,Roosevelt County 044,22699,Valid,L6,439.1,Found,1970.0,34.25,-103.51667,"(34.250000, -103.516670)",US-NM
1298,Roosevelt County 045,22700,Valid,L6,55.5,Found,1970.0,34.23333,-103.25,"(34.233330, -103.250000)",US-NM
1299,Roosevelt County 046,22701,Valid,H5,120.4,Found,1970.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1300,Roosevelt County 047,22702,Valid,L6,30.3,Found,1970.0,34.13333,-103.36667,"(34.133330, -103.366670)",US-NM
1301,Roosevelt County 048,22703,Valid,L6,57.3,Found,1970.0,33.61667,-103.45,"(33.616670, -103.450000)",US-NM
